選挙区,都道府県,都道府県コード,区番号,対象地域,候補者数,出馬政党,総人口,有権者数,年齢_18〜29歳,年齢_30〜39歳,年齢_40〜49歳,年齢_50〜59歳,年齢_60〜69歳,年齢_70歳以上,男性比率,女性比率,世帯_単身,世帯_夫婦のみ,世帯_核家族,世帯_三世代,世帯_その他,都市化分類,都市化率,第一次産業比率,第二次産業比率,第三次産業比率,所得水準,平均年収（円）,失業率,大卒率,主要産業,経済課題,生活費指数,高齢化依存率,投票率_2021,投票率_2017,投票率_平均,支持率_自民党,支持率_立憲民主党,支持率_維新,支持率_国民民主党,支持率_共産党,支持率_れいわ,支持率_参政党,支持率_その他,イデオロギー_保守,イデオロギー_中道,イデオロギー_革新,政治関心_高,政治関心_中,政治関心_低,浮動票率,主要課題1,主要課題2,主要課題3,課題優先度_経済,課題優先度_社会保障,課題優先度_安全保障,課題優先度_教育,課題優先度_環境,課題優先度_地方創生,課題優先度_憲法改正,課題優先度_防災,ペルソナ_都市部若年勤労者,ペルソナ_郊外子育て世帯,ペルソナ_中高年会社員,ペルソナ_中高年女性労働者,ペルソナ_農村部農業従事者,ペルソナ_高齢年金受給者,ペルソナ_自営業者,ペルソナ_公務員,ペルソナ_大学生,ペルソナ_専業主婦主夫,ペルソナ_非正規雇用,ペルソナ_労働組合員
岐阜県3区,岐阜県,21,3,関市、美濃市、各務原市,4,国民民主党、減税日本、自民党、参政党,1978742,1690000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.27,0.21,0.3,0.12,0.1,地方都市,0.55,0.02,0.3,0.68,中,4350000,0.023,0.34,自動車部品製造、刃物・陶磁器、航空宇宙,人口減少、製造業の高度化、南北格差,96.0,0.33,0.532,0.51,0.521,0.42,0.12,0.09,0.07,0.05,0.04,0.03,0.18,0.5,0.34,0.16,0.2,0.43,0.37,0.24,製造業振興,人口減少・地域格差,観光振興,0.25,0.2,0.05,0.08,0.07,0.2,0.04,0.11,0.07,0.11,0.14,0.08,0.07,0.22,0.08,0.05,0.02,0.07,0.05,0.04
岐阜県4区,岐阜県,21,4,高山市、多治見市、恵那市,3,中道改革連合、自民党、参政党,1978742,1690000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.27,0.21,0.3,0.12,0.1,地方都市,0.55,0.02,0.3,0.68,中,4350000,0.023,0.34,自動車部品製造、刃物・陶磁器、航空宇宙,人口減少、製造業の高度化、南北格差,96.0,0.33,0.532,0.51,0.521,0.42,0.12,0.09,0.07,0.05,0.04,0.03,0.18,0.5,0.34,0.16,0.2,0.43,0.37,0.24,製造業振興,人口減少・地域格差,観光振興,0.25,0.2,0.05,0.08,0.07,0.2,0.04,0.11,0.07,0.11,0.14,0.08,0.07,0.22,0.08,0.05,0.02,0.07,0.05,0.04
岐阜県5区,岐阜県,21,5,岐阜県第5区エリア,5,中道改革連合、国民民主党、自民党、参政党、社民党,1978742,1690000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.27,0.21,0.3,0.12,0.1,地方都市,0.55,0.02,0.3,0.68,中,4350000,0.023,0.34,自動車部品製造、刃物・陶磁器、航空宇宙,人口減少、製造業の高度化、南北格差,96.0,0.33,0.532,0.51,0.521,0.42,0.12,0.09,0.07,0.05,0.04,0.03,0.18,0.5,0.34,0.16,0.2,0.43,0.37,0.24,製造業振興,人口減少・地域格差,観光振興,0.25,0.2,0.05,0.08,0.07,0.2,0.04,0.11,0.07,0.11,0.14,0.08,0.07,0.22,0.08,0.05,0.02,0.07,0.05,0.04
静岡県1区,静岡県,22,1,静岡市葵区、駿河区,1,自民党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県2区,静岡県,22,2,静岡市清水区、富士市,5,中道改革連合、国民民主党、無所属、日本維新の会、自民党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県3区,静岡県,22,3,磐田市、掛川市、袋井市,4,中道改革連合、国民民主党、自民党、参政党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県4区,静岡県,22,4,浜松市中区、東区、西区,4,減税日本、共産党、自民党、社民党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県5区,静岡県,22,5,浜松市北区、浜北区、湖西市,1,自民党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県6区,静岡県,22,6,沼津市、三島市、御殿場市,2,中道改革連合、自民党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県7区,静岡県,22,7,静岡県第7区エリア,5,中道改革連合、日本維新の会、共産党、自民党、参政党,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
静岡県8区,静岡県,22,8,静岡県第8区エリア,5,中道改革連合、共産党、自民党、れいわ新選組、諸派,3633202,3100000,0.11,0.11,0.15,0.14,0.16,0.33,0.49,0.51,0.3,0.22,0.3,0.09,0.09,中核市,0.66,0.03,0.32,0.65,中,4600000,0.023,0.37,自動車・バイク製造、製紙、茶・農業,製造業の海外移転、人口減少、南海トラフ対策,98.0,0.32,0.542,0.518,0.53,0.35,0.16,0.09,0.08,0.06,0.05,0.03,0.18,0.42,0.38,0.2,0.23,0.44,0.33,0.32,リニア中央新幹線問題,製造業振興,防災,0.25,0.18,0.05,0.08,0.1,0.15,0.04,0.15,0.08,0.11,0.15,0.08,0.07,0.2,0.07,0.05,0.02,0.07,0.04,0.06
愛知県1区,愛知県,23,1,名古屋市東区、北区、西区,3,中道改革連合、自民党、れいわ新選組,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県2区,愛知県,23,2,名古屋市中区、昭和区、千種区,3,共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県3区,愛知県,23,3,名古屋市中村区、中川区、港区,4,日本維新の会、共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県4区,愛知県,23,4,名古屋市緑区、南区、天白区,2,国民民主党、自民党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県5区,愛知県,23,5,名古屋市瑞穂区、熱田区、名東区,3,国民民主党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県6区,愛知県,23,6,名古屋市守山区、春日井市,4,中道改革連合、国民民主党、共産党、自民党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県7区,愛知県,23,7,瀬戸市、尾張旭市、長久手市,5,中道改革連合、日本維新の会、共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県8区,愛知県,23,8,豊田市、みよし市,3,共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県9区,愛知県,23,9,一宮市、稲沢市の一部,4,中道改革連合、共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県10区,愛知県,23,10,岡崎市、額田郡,5,中道改革連合、減税日本、自民党、みらい、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県11区,愛知県,23,11,豊橋市、田原市,5,中道改革連合、日本維新の会、共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県12区,愛知県,23,12,半田市、知多市、常滑市,6,中道改革連合、国民民主党、日本維新の会、共産党、自民党、参政党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県13区,愛知県,23,13,碧南市、刈谷市、安城市,4,共産党、自民党、参政党、社民党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県14区,愛知県,23,14,豊川市、蒲郡市、新城市,1,自民党,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
愛知県15区,愛知県,23,15,小牧市、犬山市、岩倉市,3,国民民主党、自民党、れいわ新選組,7542415,6200000,0.13,0.13,0.16,0.14,0.14,0.3,0.5,0.5,0.34,0.21,0.31,0.06,0.08,大都市,0.88,0.01,0.36,0.63,中,5100000,0.022,0.42,自動車製造、航空宇宙、機械製造,自動車産業依存、外国人労働者統合、EV転換対応,100.0,0.27,0.544,0.522,0.533,0.3,0.16,0.09,0.14,0.06,0.05,0.03,0.17,0.38,0.4,0.22,0.24,0.45,0.31,0.34,自動車産業・製造業の構造転換,外国人労働者との共生,リニア中央新幹線,0.3,0.2,0.05,0.12,0.05,0.1,0.05,0.13,0.12,0.13,0.16,0.08,0.03,0.15,0.08,0.05,0.04,0.07,0.03,0.06
三重県1区,三重県,24,1,津市、亀山市,3,中道改革連合、無所属、自民党,1770254,1520000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.29,0.22,0.3,0.1,0.09,地方都市,0.58,0.03,0.33,0.64,中,4500000,0.023,0.34,石油化学、電子部品製造、水産業,人口減少、南海トラフ対策、北勢・南勢格差,96.5,0.32,0.538,0.514,0.526,0.34,0.16,0.09,0.1,0.06,0.04,0.03,0.18,0.42,0.38,0.2,0.22,0.44,0.34,0.3,製造業振興,観光振興,南海トラフ地震対策,0.25,0.18,0.05,0.08,0.07,0.18,0.04,0.15,0.07,0.1,0.14,0.08,0.08,0.23,0.07,0.05,0.02,0.07,0.04,0.05
三重県2区,三重県,24,2,四日市市、菰野町,4,中道改革連合、国民民主党、共産党、自民党,1770254,1520000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.29,0.22,0.3,0.1,0.09,地方都市,0.58,0.03,0.33,0.64,中,4500000,0.023,0.34,石油化学、電子部品製造、水産業,人口減少、南海トラフ対策、北勢・南勢格差,96.5,0.32,0.538,0.514,0.526,0.34,0.16,0.09,0.1,0.06,0.04,0.03,0.18,0.42,0.38,0.2,0.22,0.44,0.34,0.3,製造業振興,観光振興,南海トラフ地震対策,0.25,0.18,0.05,0.08,0.07,0.18,0.04,0.15,0.07,0.1,0.14,0.08,0.08,0.23,0.07,0.05,0.02,0.07,0.04,0.05
三重県3区,三重県,24,3,松阪市、伊勢市、志摩市,4,日本維新の会、共産党、自民党、参政党,1770254,1520000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.29,0.22,0.3,0.1,0.09,地方都市,0.58,0.03,0.33,0.64,中,4500000,0.023,0.34,石油化学、電子部品製造、水産業,人口減少、南海トラフ対策、北勢・南勢格差,96.5,0.32,0.538,0.514,0.526,0.34,0.16,0.09,0.1,0.06,0.04,0.03,0.18,0.42,0.38,0.2,0.22,0.44,0.34,0.3,製造業振興,観光振興,南海トラフ地震対策,0.25,0.18,0.05,0.08,0.07,0.18,0.04,0.15,0.07,0.1,0.14,0.08,0.08,0.23,0.07,0.05,0.02,0.07,0.04,0.05
三重県4区,三重県,24,4,伊賀市、名張市、桑名市,4,中道改革連合、国民民主党、自民党、参政党,1770254,1520000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.29,0.22,0.3,0.1,0.09,地方都市,0.58,0.03,0.33,0.64,中,4500000,0.023,0.34,石油化学、電子部品製造、水産業,人口減少、南海トラフ対策、北勢・南勢格差,96.5,0.32,0.538,0.514,0.526,0.34,0.16,0.09,0.1,0.06,0.04,0.03,0.18,0.42,0.38,0.2,0.22,0.44,0.34,0.3,製造業振興,観光振興,南海トラフ地震対策,0.25,0.18,0.05,0.08,0.07,0.18,0.04,0.15,0.07,0.1,0.14,0.08,0.08,0.23,0.07,0.05,0.02,0.07,0.04,0.05
三重県5区,三重県,24,5,三重県第5区エリア,2,自民党、参政党,1770254,1520000,0.11,0.11,0.14,0.14,0.16,0.34,0.49,0.51,0.29,0.22,0.3,0.1,0.09,地方都市,0.58,0.03,0.33,0.64,中,4500000,0.023,0.34,石油化学、電子部品製造、水産業,人口減少、南海トラフ対策、北勢・南勢格差,96.5,0.32,0.538,0.514,0.526,0.34,0.16,0.09,0.1,0.06,0.04,0.03,0.18,0.42,0.38,0.2,0.22,0.44,0.34,0.3,製造業振興,観光振興,南海トラフ地震対策,0.25,0.18,0.05,0.08,0.07,0.18,0.04,0.15,0.07,0.1,0.14,0.08,0.08,0.23,0.07,0.05,0.02,0.07,0.04,0.05
滋賀県1区,滋賀県,25,1,大津市、高島市,4,日本維新の会、共産党、自民党、参政党,1413610,1170000,0.12,0.12,0.16,0.14,0.15,0.31,0.49,0.51,0.29,0.21,0.33,0.09,0.08,中核市,0.63,0.02,0.35,0.63,中,4700000,0.024,0.4,製造業、医薬品、環境産業,琵琶湖環境保全、京阪への人口流出、南北格差,97.5,0.28,0.536,0.512,0.524,0.34,0.16,0.12,0.07,0.06,0.05,0.03,0.17,0.4,0.38,0.22,0.23,0.44,0.33,0.33,琵琶湖の環境保全,製造業振興,子育て・教育,0.22,0.2,0.05,0.15,0.18,0.1,0.03,0.07,0.09,0.14,0.14,0.08,0.05,0.18,0.07,0.05,0.03,0.08,0.04,0.05
滋賀県2区,滋賀県,25,2,彦根市、長浜市、米原市,4,中道改革連合、国民民主党、自民党、参政党,1413610,1170000,0.12,0.12,0.16,0.14,0.15,0.31,0.49,0.51,0.29,0.21,0.33,0.09,0.08,中核市,0.63,0.02,0.35,0.63,中,4700000,0.024,0.4,製造業、医薬品、環境産業,琵琶湖環境保全、京阪への人口流出、南北格差,97.5,0.28,0.536,0.512,0.524,0.34,0.16,0.12,0.07,0.06,0.05,0.03,0.17,0.4,0.38,0.22,0.23,0.44,0.33,0.33,琵琶湖の環境保全,製造業振興,子育て・教育,0.22,0.2,0.05,0.15,0.18,0.1,0.03,0.07,0.09,0.14,0.14,0.08,0.05,0.18,0.07,0.05,0.03,0.08,0.04,0.05
滋賀県3区,滋賀県,25,3,草津市、守山市、栗東市、野洲市,5,中道改革連合、無所属、日本維新の会、自民党、参政党,1413610,1170000,0.12,0.12,0.16,0.14,0.15,0.31,0.49,0.51,0.29,0.21,0.33,0.09,0.08,中核市,0.63,0.02,0.35,0.63,中,4700000,0.024,0.4,製造業、医薬品、環境産業,琵琶湖環境保全、京阪への人口流出、南北格差,97.5,0.28,0.536,0.512,0.524,0.34,0.16,0.12,0.07,0.06,0.05,0.03,0.17,0.4,0.38,0.22,0.23,0.44,0.33,0.33,琵琶湖の環境保全,製造業振興,子育て・教育,0.22,0.2,0.05,0.15,0.18,0.1,0.03,0.07,0.09,0.14,0.14,0.08,0.05,0.18,0.07,0.05,0.03,0.08,0.04,0.05
滋賀県4区,滋賀県,25,4,滋賀県第4区エリア,3,国民民主党、自民党、参政党,1413610,1170000,0.12,0.12,0.16,0.14,0.15,0.31,0.49,0.51,0.29,0.21,0.33,0.09,0.08,中核市,0.63,0.02,0.35,0.63,中,4700000,0.024,0.4,製造業、医薬品、環境産業,琵琶湖環境保全、京阪への人口流出、南北格差,97.5,0.28,0.536,0.512,0.524,0.34,0.16,0.12,0.07,0.06,0.05,0.03,0.17,0.4,0.38,0.22,0.23,0.44,0.33,0.33,琵琶湖の環境保全,製造業振興,子育て・教育,0.22,0.2,0.05,0.15,0.18,0.1,0.03,0.07,0.09,0.14,0.14,0.08,0.05,0.18,0.07,0.05,0.03,0.08,0.04,0.05
