district_id,district_name,winner,winner_party,confidence,confidence_score,analysis_summary,key_factors,candidate_rankings
toyama-2,富山県第2区,上田英俊,ldp,high,0.78,2人対決の構図で、ニュース分析とSNS分析ともに上田英俊（自民・現職）の優位を示している。SNSでの言及量が高く、好感度も45％と越川康晴（中道・新人）の35％を上回る。現職として2期の実績があり、農業振興や観光政策で地域に根ざした活動を展開。越川康晴も地域インフラ整備や若者支援で一定の支持を得ているが、現職の組織力と実績には及ばない見通し。,"[""現職の実績と組織力"", ""農業・観光政策への評価"", ""SNSでの圧倒的な言及量""]","[{""rank"": 1, ""name"": ""上田英俊"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""越川康晴"", ""party_id"": ""chudo""}]"
toyama-3,富山県第3区,橘慶一郎,ldp,high,0.82,4人立候補の中で橘慶一郎（自民・現職）の優位が両分析で明確に示されている。当選6回の豊富な経験と実績を持ち、SNSでは言及量が最も多く、好感度も50％と他候補を大きく引き離している。地域経済やインフラ整備での実績が評価され、組織票も盤石。山本圭太（国民）、坂本洋史（共産）、直原美和子（参政）の3候補は票の分散により、橘氏に対抗するには力不足と予想される。,"[""6期の圧倒的な実績"", ""SNSでの高い好感度"", ""野党票の分散効果""]","[{""rank"": 1, ""name"": ""橘慶一郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""山本圭太"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""坂本洋史"", ""party_id"": ""jcp""}, {""rank"": 4, ""name"": ""直原美和子"", ""party_id"": ""sansei""}]"
ishikawa-1,石川県第1区,小森卓郎,ldp,high,0.8,終盤世論調査で自民現職の小森卓郎が頭一つ抜け出している状況が、SNSでの高い言及量と相対的に良好な感情分析結果と一致している。記録的大雪により期日前投票が半減し投票率低下が懸念されるが、自民支持層の固い結束により優位は動かない見通し。国民民主の小竹凱らが追う展開だが、差を縮めるには至らず。SNSでも小森への注目度が最も高く、経済政策や地域復興への期待が支持を押し上げている。,"[""終盤世論調査でのリード拡大"", ""自民支持層の結束"", ""SNSでの高い注目度と好意的評価""]","[{""rank"": 1, ""name"": ""小森卓郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""小竹凱"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""村田茂"", ""party_id"": ""jcp""}, {""rank"": 4, ""name"": ""小林誠"", ""party_id"": ""ishin""}, {""rank"": 5, ""name"": ""川裕一郎"", ""party_id"": ""sansei""}]"
ishikawa-2,石川県第2区,佐々木紀,ldp,high,0.85,当選5回の佐々木紀が自民支持層の9割強を固めて盤石の優位を築いている。SNS分析でも最も高い言及量と良好な感情評価を獲得しており、農業支援や地方創生への取り組みが評価されている。共産新人の坂本浩は伸び悩みが続き、SNSでも否定的評価が多い。大雪の影響はあるものの、佐々木の安定した基盤は揺るがない状況。地域の農業課題や過疎化問題への対応で経験値の差が明確に現れている。,"[""自民支持層9割強の結束"", ""5期の豊富な経験と実績"", ""農業政策への高い評価""]","[{""rank"": 1, ""name"": ""佐々木紀"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""坂本浩"", ""party_id"": ""jcp""}]"
ishikawa-3,石川県第3区,西田昭二,ldp,medium,0.55,自民現職の西田昭二と中道現職の近藤和也が終盤まで激しく競り合う展開。西田は自民支持層8割に加え参政党支持層にも食い込み、SNSでも観光振興・インフラ整備で一定の評価を得ている。一方近藤は中道支持層9割半と無党派層を取り込み対抗。SNSでの地域密着アピールも功を奏している。共産の南章治は両情報源で伸び悩みが一致。投票率低下の中、組織票の動向と無党派層の選択が勝敗の鍵となる僅差の激戦。,"[""自民と中道の現職対決"", ""無党派層の動向"", ""組織票の固め具合""]","[{""rank"": 1, ""name"": ""西田昭二"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""近藤和也"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""南章治"", ""party_id"": ""jcp""}]"
fukui-1,福井県第1区,稲田朋美,ldp,medium,0.65,稲田朋美氏は現職7選の実績と維新推薦により組織票を固めており、SNSでも最高の言及量を獲得している。一方で波多野翼氏も現職として連合福井の推薦を得て対抗軸を形成。2024年選挙では稲田氏が優勢だったが、波多野氏も35.5%の票を獲得しており接戦が予想される。山中俊祐氏の国民民主党擁立と藤本一希氏の参政党参戦により票が分散する可能性があるが、稲田氏の組織力が上回ると予測される。,"[""現職7選の実績と知名度"", ""維新推薦による組織票強化"", ""連合系票の波多野氏への集約""]","[{""rank"": 1, ""name"": ""稲田朋美"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""波多野翼"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""山中俊祐"", ""party_id"": ""dpfp""}, {""rank"": 4, ""name"": ""藤本一希"", ""party_id"": ""sansei""}]"
fukui-2,福井県第2区,斉木武志,independent,medium,0.7,斉木武志氏は現職3選の実績を持ち、SNS感情分析でも最も好意的な評価を受けている。地域密着型の活動と独立系候補としての信頼性が評価されている。辻英之氏も現職だが当選1回と経験差があり、中道改革連合の知名度も限定的。高市総理義息の出馬可能性も示唆されているが確定情報がなく、現時点では斉木氏の地盤と実績が優位に働くと予測される。,"[""斉木氏の現職3選実績"", ""SNSでの高い評価と地域密着活動"", ""対立候補の経験不足""]","[{""rank"": 1, ""name"": ""斉木武志"", ""party_id"": ""independent""}, {""rank"": 2, ""name"": ""辻英之"", ""party_id"": ""chudo""}]"
yamanashi-1,山梨県第1区,中島克仁,chudo,medium,0.65,中島克仁がSNSでの言及量が多く、ポジティブ感情も最も高い。医療政策と地域経済振興が有権者の関心事と合致している。一方、中谷真一も高い言及量を持つものの、賛否が拮抗している。鈴木大介は新人ながら一定の支持を得ているが、ネガティブ感情がやや上回る。田中星那は厳しい情勢。現職同士の対決の中で、中島の政策的アピールが功を奏している。,"[""現職の実績評価"", ""医療政策への期待"", ""地域経済振興策""]","[{""rank"": 1, ""name"": ""中島克仁"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""中谷真一"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""鈴木大介"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""田中星那"", ""party_id"": ""jcp""}]"
yamanashi-2,山梨県第2区,堀内詔子,ldp,high,0.8,堀内詔子が圧倒的な言及量を誇り、ポジティブ感情もネガティブを上回っている。観光振興と地方創生という主要関心事で強みを発揮。早田記史は新人で言及量が少なく、ネガティブ感情が高い厳しい状況。5期の実績を持つ現職の安定感と、地域の主要課題への取り組みが評価されている。観光業活性化への期待が堀内への支持につながっている。,"[""現職の圧倒的知名度"", ""観光振興政策"", ""地方創生実績""]","[{""rank"": 1, ""name"": ""堀内詔子"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""早田記史"", ""party_id"": ""jcp""}]"
nagano-1,長野県第1区,篠原孝,chudo,medium,0.65,両情報源とも篠原孝氏の現職としての安定性を評価。SNSでは最高の言及量と最も良好な感情分析結果（正45%・負20%）を示している。農業支援と環境保護への取り組みが地域住民に評価されている。若林健太氏は現職だが感情分析で賛否が拮抗し、維新新人の若狭氏は一定の支持を得ているものの決定打に欠ける。現職2名の票割れはあるが、篠原氏の組織力と政策評価が優位に働く。,"[""現職の実績評価"", ""農業政策への支持"", ""SNS上の高い評価""]","[{""rank"": 1, ""name"": ""篠原孝"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""若林健太"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""若狭清史"", ""party_id"": ""ishin""}]"
nagano-2,長野県第2区,下条みつ,chudo,medium,0.6,高市総裁の応援で藤田氏（自民）が勢いづくものの、SNS分析では下条氏が最高の感情分析結果（正50%・負15%）と高い言及量を記録。地域医療・子育て支援への取り組みが高く評価されている。自民党の組織的応援は一定の効果があるが、現職の実績と地域密着型政策が優位。参政党の竹下氏と維新の手塚氏は支持が伸び悩み、事実上の自民対中道民主の一騎打ちとなる構図。,"[""現職の地域密着実績"", ""医療・子育て政策評価"", ""自民党応援効果の限定性""]","[{""rank"": 1, ""name"": ""下条みつ"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""藤田ひかる"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""手塚大輔"", ""party_id"": ""ishin""}, {""rank"": 4, ""name"": ""竹下博善"", ""party_id"": ""sansei""}]"
nagano-3,長野県第3区,井出庸生,ldp,low,0.45,最も接戦の選挙区。井出氏（自民）は5期の実績があるが、SNSでは賛否が拮抗（正35%・負30%）。神津氏（中道民主）は労働者支援で一定の評価を得ており、れいわの山口氏も格差是正で注目を集めている。参政党の仁科氏は組織票狙いで一定の存在感。経済格差や税制改革が主要争点となり、有権者の関心は高いが支持が分散している状況。流動的な情勢で最後まで予断を許さない。,"[""現職実績と批判の拮抗"", ""野党票の分散"", ""経済政策への関心の高さ""]","[{""rank"": 1, ""name"": ""井出庸生"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""神津健"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""山口孝司"", ""party_id"": ""reiwa""}, {""rank"": 4, ""name"": ""仁科裕貴"", ""party_id"": ""sansei""}]"
nagano-4,長野県第4区,後藤茂之,ldp,medium,0.7,両分析とも後藤氏の現職優位を指摘するが、SNSでは批判も多い（正30%・負35%）。8期の豊富な経験と地域開発実績が評価される一方、長期政権への批判も存在。武田氏（共産）は社会保障・平和政策で一定の支持を獲得し、花岡氏（民主党）は野党連携を模索するも支持拡大には至らない。高齢化問題や経済停滞への懸念はあるが、現職の組織力と実績が決定的要因となる。,"[""現職の組織力と実績"", ""野党票の分散"", ""地域開発への期待""]","[{""rank"": 1, ""name"": ""後藤茂之"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""武田良介"", ""party_id"": ""jcp""}, {""rank"": 3, ""name"": ""花岡明久"", ""party_id"": ""dpfp""}]"
nagano-5,長野県第5区,宮下一郎,ldp,low,0.55,現職同士の激戦で最も予測困難な選挙区。宮下氏は7期の豊富な経験と観光政策実績があるが、SNSでは賛否が拮抗（正35%・負30%）。福田氏は1期目ながら教育改革と環境保全で高い評価（正40%・負20%）を獲得。観光産業と環境保護のバランスが主要争点となり、有権者の関心も高い。組織力では宮下氏が上回るが、政策評価では福田氏が優位。最終的には僅差での決着となる可能性が高い。,"[""現職同士の直接対決"", ""組織力対政策評価"", ""観光と環境のバランス""]","[{""rank"": 1, ""name"": ""宮下一郎"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""福田淳太"", ""party_id"": ""chudo""}]"
gifu-1,岐阜県第1区,野田聖子,ldp,medium,0.65,野田聖子現職が組織票と知名度で優位に立つが、多候補乱立により票割れの可能性がある。ニュース分析では自民優勢とされ、SNS分析でも高い言及量とポジティブな評価を得ている。現職11回の実績と子育て支援政策が支持基盤となっているが、服部学（中道）が野党票をまとめきれば接戦となる可能性も残る。投開票当日の出口調査結果が最終判断の鍵となる。,"[""現職の組織力"", ""多候補による票割れ"", ""子育て支援政策への評価""]","[{""rank"": 1, ""name"": ""野田聖子"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""服部学"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""成井まゆ子"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""波多野純子"", ""party_id"": ""jcp""}]"
gifu-2,岐阜県第2区,棚橋泰文,ldp,high,0.75,棚橋泰文現職が当選10回の実績と組織力で圧倒的に有利。独立系候補が複数立候補しているが票が分散し、棚橋氏への脅威とはなりにくい。ニュース分析では現職有利、SNS分析でも高い言及量と最も高いポジティブ評価を獲得している。経済政策と現職実績への評価が支持基盤となっており、業界団体の支持も固い。野村美穂（国民民主）が唯一の組織票を持つ対抗候補だが、差を縮めるには至らない見込み。,"[""現職の圧倒的組織力"", ""対抗候補の票分散"", ""業界団体支持""]","[{""rank"": 1, ""name"": ""棚橋泰文"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""野村美穂"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""伊藤あゆみ"", ""party_id"": ""independent""}, {""rank"": 4, ""name"": ""塚原雅也"", ""party_id"": ""sansei""}, {""rank"": 5, ""name"": ""唐沢理恵"", ""party_id"": ""independent""}]"
gifu-3,岐阜県第3区,武藤容治,ldp,low,0.45,現職3名が立候補する異例の激戦区。武藤容治（自民）が組織力で僅差リードするが、仙田晃宏（国民民主）、阪口直人（れいわ）も現職として一定の支持基盤を持つ。SNS分析では武藤氏が最高評価だが、阪口氏も反既得権益で若年層の支持を集めている。票の動向が読みにくく、投票率や無党派層の動向が結果を左右する。現職同士の政策論争が有権者の関心を高めており、最後まで予断を許さない情勢。,"[""現職3名の激突"", ""組織力の差"", ""無党派層の動向""]","[{""rank"": 1, ""name"": ""武藤容治"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""阪口直人"", ""party_id"": ""reiwa""}, {""rank"": 3, ""name"": ""仙田晃宏"", ""party_id"": ""dpfp""}, {""rank"": 4, ""name"": ""伊藤恵介"", ""party_id"": ""sansei""}]"
gifu-4,岐阜県第4区,今井雅人,chudo,medium,0.6,今井雅人現職が地盤の強さで優位に立つ。観光業界との繋がりが深く、高山市を中心とした支持基盤が固い。加藤大博（自民）が党組織力で追い上げを図るが、現職の実績と地域密着度で今井氏が一歩リード。ニュース・SNS両分析とも今井氏優勢で一致している。ただし、自民党の組織力は侮れず、投票率によっては結果が変わる可能性もある。曽我雄介（参政）は第三の選択肢として一定の支持を得るが、上位争いには絡めない見込み。,"[""現職の地盤力"", ""観光業界との関係"", ""自民組織力の追い上げ""]","[{""rank"": 1, ""name"": ""今井雅人"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""加藤大博"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""曽我雄介"", ""party_id"": ""sansei""}]"
gifu-5,岐阜県第5区,古屋圭司,ldp,medium,0.65,古屋圭司現職が当選12回の豊富な実績と保守層の強固な支持でリード。安全保障政策での発言が保守票固めに効果を発揮している。現職3名の争いだが、真野哲（中道）、山田良司（維新）との差は一定程度ある。SNS分析でも古屋氏が最高の言及量とポジティブ評価を獲得。ただし、維新の山田氏が行政改革を訴えて若年層の支持を集めており、投票率次第では接戦となる可能性もある。吉田企貴（国民民主）は新人ながら一定の組織票を期待できる。,"[""現職の圧倒的実績"", ""保守層の強固な支持"", ""改革派の追い上げ""]","[{""rank"": 1, ""name"": ""古屋圭司"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""山田良司"", ""party_id"": ""ishin""}, {""rank"": 3, ""name"": ""真野哲"", ""party_id"": ""chudo""}, {""rank"": 4, ""name"": ""吉田企貴"", ""party_id"": ""dpfp""}]"
shizuoka-1,静岡県第1区,上川陽子,ldp,high,0.85,読売新聞の序盤情勢で自民優勢の一角を占める上川陽子が、現職8期の実力と自民支持層の結束により圧倒的優位に立つ。SNS分析でも言及量が高く、外交政策での評価が一定程度ある。柴田・鈴木両氏は追う展開だが、現職の組織力と知名度の壁は厚い。静岡市中心部での自民基盤と中央とのパイプを重視する有権者の支持が決定的要因となっている。,"[""現職8期の圧倒的実績"", ""自民支持層8割の結束"", ""中央政界とのパイプ評価""]","[{""rank"": 1, ""name"": ""上川陽子"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""柴田将平"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""鈴木節子"", ""party_id"": ""jcp""}]"
shizuoka-2,静岡県第2区,井林辰憲,ldp,high,0.8,SUT-TV中盤情勢で自民支持層を固めた井林辰憲が優勢を維持。原発推進派としての明確なスタンスと中電労組票の取り込みが功を奏している。SNS分析でも経済政策への支持が高く、現職対現職の静かな選挙戦の中で組織力の差が顕在化。鈴木岳幸は現職ながら中道票に留まり、自民の組織的優位を覆すには至らない情勢。,"[""原発推進派としての明確な立場"", ""中部電力労組票の支持"", ""自民組織力の優位""]","[{""rank"": 1, ""name"": ""井林辰憲"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""鈴木岳幸"", ""party_id"": ""chudo""}]"
shizuoka-3,静岡県第3区,小山展弘,chudo,medium,0.55,SUT-TV情勢では自民山本が優勢とされるが、SNS分析では小山展弘への支持が強く、現職4期の実績評価が高い。浜岡原発問題で共産票が分散する中、中道支持層の結束度が鍵となる。山本は自民支持8割・国民3割超を獲得するも、小山は中道9割の強固な基盤に加えSNSでの高評価を背景に巻き返しを図る。接戦の中で組織票と無党派層の動向が勝敗を左右する。,"[""現職4期の実績評価"", ""浜岡原発問題での票分散"", ""SNSでの高い支持""]","[{""rank"": 1, ""name"": ""小山展弘"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""山本裕三"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""竹村真弓"", ""party_id"": ""jcp""}, {""rank"": 4, ""name"": ""中橋辰也"", ""party_id"": ""sansei""}]"
shizuoka-4,静岡県第4区,深沢陽一,ldp,medium,0.65,SUT-TV中盤情勢で自民深沢が自民8割・参政4割を獲得し先行、国民田中も多党支持を集め猛追する構図。SNSでは消費税廃止を掲げるれいわ鈴木への言及もあるが、現職対現職の一騎打ちが基調。深沢の参政党票食い込みと組織力が優勢要因だが、田中の現職実績と多党連携による追い上げで接戦模様。最終盤の無党派層動向が勝敗の分水嶺となる。,"[""自民組織力と参政党票取り込み"", ""現職対現職の激突"", ""無党派層の最終判断""]","[{""rank"": 1, ""name"": ""深沢陽一"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""田中健"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""鈴木智"", ""party_id"": ""reiwa""}, {""rank"": 4, ""name"": ""高田晃宏"", ""party_id"": ""sansei""}]"
shizuoka-5,静岡県第5区,細野豪志,ldp,high,0.85,読売新聞序盤情勢で自民全8区優勢の一角を占める細野豪志が、現職9期の圧倒的実力と維新推薦による組織的支援で優位を確立。SNS分析でも経済安定への評価が高く、現職への支持が優勢。リニア・原発問題での明確なスタンスと長年の地盤培養により、中村・下山両氏を大きく引き離している。東部地域での自民基盤の強固さが如実に現れた選挙区。,"[""現職9期の実績と知名度"", ""維新推薦による組織的支援"", ""SNSでの経済政策支持""]","[{""rank"": 1, ""name"": ""細野豪志"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""中村正善"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""下山一美"", ""party_id"": ""jcp""}]"
shizuoka-6,静岡県第6区,勝俣孝明,ldp,medium,0.6,過去3回5000票差の激戦区で、SUT-TV中盤情勢では勝俣が自民8割超・維新国民参政優位で先行。一方、渡辺周は現職10期の実績と中道9割・無党派5割の支持でSNSでも一定の評価を維持。連立票の優位性で勝俣がややリードするも、渡辺の現職としての地盤の強さと実績評価が侮れない。伝統的激戦区らしい僅差の攻防が予想される。,"[""連立政党票の結集"", ""過去激戦区の伝統"", ""現職対現職の実績勝負""]","[{""rank"": 1, ""name"": ""勝俣孝明"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""渡辺周"", ""party_id"": ""chudo""}, {""rank"": 3, ""name"": ""輦止保教"", ""party_id"": ""sansei""}]"
shizuoka-7,静岡県第7区,城内実,ldp,high,0.8,読売新聞序盤情勢で自民全8区優勢の一角を占める城内実が、現職7期の安定感と浜松西部での自民基盤により優位を確立。SNS分析では保守政策への支持と現職実績評価が見られる一方、批判も存在するが支持が上回る。北野谷・袴田両氏は追う展開だが、現職の地盤固めと組織力の差は大きく、自民優勢の流れを変えるには至らない。,"[""現職7期の地盤の強さ"", ""浜松西部の自民基盤"", ""保守政策への一定支持""]","[{""rank"": 1, ""name"": ""城内実"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""袴田サヤカ"", ""party_id"": ""sansei""}, {""rank"": 3, ""name"": ""北野谷富子"", ""party_id"": ""dpfp""}]"
shizuoka-8,静岡県第8区,源馬謙太郎,chudo,low,0.45,最も接戦の選挙区で、読売では自民稲葉先行、静岡新聞では源馬先行と情勢が分かれる。SNS分析では源馬への支持が強く、現職3期の実績と地域振興への評価が高い。稲葉は前回惨敗から国民支持を浸透させ巻き返しを図るが、源馬の中道9割超・無党派5割の固い支持が対抗軸となる。両者の組織戦と最終盤の無党派動向で勝敗が決まる究極の激戦。,"[""情勢調査結果の分散"", ""SNSでの現職高評価"", ""前回選挙からの情勢変化""]","[{""rank"": 1, ""name"": ""源馬謙太郎"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""稲葉大輔"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""神田綾乃"", ""party_id"": ""sansei""}, {""rank"": 4, ""name"": ""村田優哉"", ""party_id"": ""jcp""}]"
aichi-1,愛知県第1区,河村たかし,genzei,medium,0.65,減税日本の河村たかし氏がSNSで最も高い感情値（0.50）を記録し、高い言及量を獲得している。ニュース分析でも現職3人の競り合いと指摘されているが、河村氏の減税政策が地元で強い支持を得ている。自民の熊田裕通氏も健闘するが、SNSでの感情値は0.45にとどまる。無党派層の動向が鍵となる接戦だが、河村氏の知名度と政策の浸透度が優位に働くと予測される。,"[""河村氏の高いSNS支持率"", ""減税政策への地域支持"", ""現職の知名度""]","[{""rank"": 1, ""name"": ""河村たかし"", ""party_id"": ""genzei""}, {""rank"": 2, ""name"": ""熊田裕通"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""吉田統彦"", ""party_id"": ""chudo""}, {""rank"": 4, ""name"": ""近田茜"", ""party_id"": ""sansei""}]"
aichi-2,愛知県第2区,古川元久,dpfp,high,0.78,国民民主の古川元久氏が両分析で一致して優位と評価されている。SNSでの感情値0.50、高い言及量を記録し、ニュース分析でも「古川氏有利」と明記されている。10回当選の実績と地域基盤の強さが際立つ。自民の辻秀樹氏が維新推薦で追うが、現職の組織力と知名度の差は大きい。減税日本の票が分散することで、古川氏の勝利がより確実視される。,"[""古川氏の圧倒的な経験値"", ""高いSNS支持"", ""野党分散による相対的優位""]","[{""rank"": 1, ""name"": ""古川元久"", ""party_id"": ""dpfp""}, {""rank"": 2, ""name"": ""辻秀樹"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""梅村忠司"", ""party_id"": ""genzei""}, {""rank"": 4, ""name"": ""酒井健太朗"", ""party_id"": ""jcp""}]"
aichi-3,愛知県第3区,近藤昭一,chudo,high,0.75,中道改革連合の近藤昭一氏が10回当選の圧倒的な実績とSNSでの最高感情値0.50を記録している。ニュース分析では「5人立候補で票分散、現職2人の組織票対決が焦点」とされるが、近藤氏の経験値と組織力が平岩征樹氏（1回当選）を上回る。社会保障と環境問題への取り組みが地域有権者に評価されており、安定した支持基盤を持つ。,"[""10回当選の実績"", ""最高のSNS感情値"", ""組織力の差""]","[{""rank"": 1, ""name"": ""近藤昭一"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""平岩征樹"", ""party_id"": ""genzei""}, {""rank"": 3, ""name"": ""水野良彦"", ""party_id"": ""ldp""}, {""rank"": 4, ""name"": ""皆川雅一"", ""party_id"": ""ishin""}, {""rank"": 5, ""name"": ""柴田民雄"", ""party_id"": ""jcp""}]"
aichi-4,愛知県第4区,牧義夫,chudo,medium,0.68,中道改革連合の牧義夫氏がSNSで高い感情値0.45と高い言及量を記録し、8回当選の実績を持つ。ニュース分析では「6候補で混戦、現職2人が優位も維新新顔の台頭注意」とされているが、工藤彰三氏（5回当選）との現職対決では牧氏が僅かにリード。ただし6候補による票分散が不確定要素として残り、維新の中田千代氏の動向も注視が必要。,"[""牧氏のSNS優位"", ""現職同士の経験差"", ""6候補による票分散""]","[{""rank"": 1, ""name"": ""牧義夫"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""工藤彰三"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""志村康博"", ""party_id"": ""genzei""}, {""rank"": 4, ""name"": ""中田千代"", ""party_id"": ""ishin""}, {""rank"": 5, ""name"": ""魚住佳奈"", ""party_id"": ""sansei""}, {""rank"": 6, ""name"": ""高橋祐介"", ""party_id"": ""jcp""}]"
aichi-5,愛知県第5区,西川厚志,chudo,medium,0.62,中道改革連合の西川厚志氏がSNSで最高感情値0.50と高い言及量を記録している。ニュース分析では「無所属現職の組織票が強み、中道と自民の追撃戦」とされるが、神田憲次氏は無所属で政党組織がない不利がある。西川氏は1回当選ながら社会保障・教育政策での評価が高く、SNSでの支持が実際の投票行動に反映されれば勝利の可能性が高い。,"[""西川氏の高いSNS支持"", ""神田氏の政党組織なしの不利"", ""政策評価の差""]","[{""rank"": 1, ""name"": ""西川厚志"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""神田憲次"", ""party_id"": ""independent""}, {""rank"": 3, ""name"": ""田中克和"", ""party_id"": ""genzei""}, {""rank"": 4, ""name"": ""岡本康宏"", ""party_id"": ""ldp""}, {""rank"": 5, ""name"": ""江上博之"", ""party_id"": ""jcp""}, {""rank"": 6, ""name"": ""渡辺藍理"", ""party_id"": ""sansei""}]"
aichi-6,愛知県第6区,丹羽秀樹,ldp,medium,0.7,自民党の丹羽秀樹氏が7回当選の実績とSNS感情値0.40、高い言及量を記録している。ニュース分析でも「自民維新連携優位」と評価されており、維新推薦という後押しが大きい。減税日本の橋本勉氏（1回当選）がSNSで高い感情値0.45を示しているが、組織力と経験の差で丹羽氏が優位。春日井市での工業振興政策が支持されている。,"[""丹羽氏の豊富な経験"", ""自民維新連携"", ""地域政策の評価""]","[{""rank"": 1, ""name"": ""丹羽秀樹"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""橋本勉"", ""party_id"": ""genzei""}, {""rank"": 3, ""name"": ""国崎信江"", ""party_id"": ""chudo""}, {""rank"": 4, ""name"": ""大西雅人"", ""party_id"": ""shamin""}, {""rank"": 5, ""name"": ""春日舞"", ""party_id"": ""sansei""}]"
aichi-7,愛知県第7区,鈴木淳司,ldp,high,0.75,自民党の鈴木淳司氏が6回当選の実績とSNSでの最高感情値0.45、高い言及量を記録している。ニュース分析でも「3候補で自民優位、現職国民民主の追走」と評価されており、維新推薦も得ている。国民民主の日野紗里亜氏は1回当選で経験差があり、SNS感情値も0.35にとどまる。地域経済政策での実績が評価され、安定した勝利が予想される。,"[""鈴木氏の圧倒的経験"", ""自民維新連携"", ""地域経済実績""]","[{""rank"": 1, ""name"": ""鈴木淳司"", ""party_id"": ""ldp""}, {""rank"": 2, ""name"": ""日野紗里亜"", ""party_id"": ""dpfp""}, {""rank"": 3, ""name"": ""鈴木弘一"", ""party_id"": ""jcp""}]"
aichi-8,愛知県第8区,伴野豊,chudo,medium,0.63,中道改革連合の伴野豊氏がSNSで感情値0.45と高い言及量を記録し、7回当選の豊富な実績を持つ。ニュース分析では「自民現職リード、中道と保守の票食い合い」とされるが、SNSデータでは伴野氏が伊藤忠彦氏（感情値0.40）を上回る。日本保守党の参入による保守票分散が伊藤氏に不利に働く可能性が高く、伴野氏の逆転勝利が見込まれる。,"[""伴野氏のSNS優位"", ""保守票の分散"", ""豊富な経験""]","[{""rank"": 1, ""name"": ""伴野豊"", ""party_id"": ""chudo""}, {""rank"": 2, ""name"": ""伊藤忠彦"", ""party_id"": ""ldp""}, {""rank"": 3, ""name"": ""中川健一"", ""party_id"": ""hoshuto""}]"
